id_aluno,sexo,idade,tipo_de_cota,coeficiente,naturalidade_op,total_reprovacao_nota,total_reprovacao_falta,target_evasao
631,M,37,L6,0.1,1,0,0,1
632,M,29,AC,2.1,0,0,0,1
633,M,35,L2,3.8,0,0,0,1
634,M,38,AC,1.2,0,0,0,1
635,M,30,L6,2.4,0,0,0,1
636,M,32,AC,6.0,0,0,0,0
637,M,26,AC,2.7,0,0,0,1
638,F,26,L1,7.6,0,0,0,0
639,M,32,AC,2.0,0,0,0,1
640,M,31,AC,2.9,0,0,0,1
641,M,27,AC,7.9,0,0,0,0
642,F,36,L2,0.5,1,0,0,1
643,M,28,L1,7.9,0,0,0,0
644,M,27,AC,7.2,1,0,0,0
645,M,38,L5,5.4,0,0,0,0
646,M,28,L5,8.1,0,0,0,0
647,M,34,L2,3.8,1,0,0,1
648,M,27,AC,7.0,0,0,0,0
649,M,33,L6,0.0,0,0,0,1
650,M,27,L1,6.3,0,0,0,0
651,M,27,AC,0.3,0,0,0,1
652,F,27,AC,8.0,1,0,0,0
653,F,27,L5,7.6,0,0,0,0
654,F,27,L1,4.8,0,0,0,1
655,M,27,AC,6.2,0,0,0,0
656,M,32,AC,8.3,0,0,0,0
657,M,26,AC,1.9,0,0,0,1
658,M,32,AC,1.3,0,0,0,1
659,M,27,L5,7.8,0,0,0,0
660,M,26,AC,3.7,0,0,0,1
661,F,27,AC,6.4,0,0,0,0
662,M,27,AC,8.5,0,0,0,0
663,M,40,L6,6.1,1,0,0,0
664,M,27,AC,8.0,0,0,0,0
665,M,32,L2,0.3,1,0,0,1
666,M,26,L6,1.8,0,0,0,1
667,M,31,L6,1.6,0,0,0,1
668,M,27,L1,2.8,0,0,0,1
669,F,29,L1,7.5,0,0,0,0
670,M,28,L6,5.0,0,0,0,0
671,M,26,L2,7.5,0,0,0,0
672,M,31,AC,4.5,1,0,0,0
673,F,35,AC,0.0,0,0,0,1
674,F,38,AC,3.0,0,0,0,1
675,M,29,AC,1.5,0,0,0,1
676,F,33,AC,5.5,1,0,0,1
677,M,28,AC,4.7,0,0,0,1
678,F,27,AC,7.4,0,0,0,0
679,M,27,AC,0.0,0,0,0,1
680,M,27,AC,0.0,0,0,0,1
681,M,26,AC,2.3,0,0,0,1
682,M,27,L2,4.1,0,0,0,1
683,F,26,AC,7.1,0,0,0,0
684,M,26,L2,8.2,0,0,0,0
685,M,27,AC,8.3,0,0,0,0
686,F,26,AC,2.8,0,0,0,1
687,F,27,L6,0.0,1,0,0,1
688,M,27,L5,6.3,0,0,0,0
689,M,30,AC,0.0,0,0,0,1
690,M,27,AC,7.8,0,0,0,1
691,F,27,L5,7.9,0,0,0,0
692,M,31,AC,4.3,0,0,0,1
693,M,26,AC,8.0,0,0,0,0
694,M,26,AC,1.9,0,0,0,1
695,M,26,AC,5.6,0,0,0,1
696,M,27,L1,8.8,0,0,0,0
697,M,26,AC,9.2,0,0,0,0
698,M,26,L9,6.8,1,0,0,0
699,M,26,AC,6.9,0,0,0,0
700,F,27,L2,5.9,0,0,0,0
701,M,26,AC,6.0,0,0,0,1
702,M,27,L2,3.8,0,0,0,1
703,M,26,AC,6.0,0,0,0,0
704,M,27,AC,3.8,0,0,0,1
705,M,29,L5,6.8,0,0,0,1
706,M,26,L6,7.0,0,0,0,0
707,M,31,PAA4,6.9,0,0,0,0
708,M,28,PAA4,5.2,0,0,0,0
709,M,32,PAA4,5.3,0,0,0,1
710,M,35,AC,5.4,0,0,0,0
711,M,35,AC,7.0,0,0,0,0
712,M,39,AC,8.6,0,0,0,0
713,M,30,AC,2.7,1,0,0,1
714,M,39,AC,0.1,1,0,0,1
715,M,61,AC,0.1,0,0,0,1
716,M,44,AC,6.9,0,0,0,0
717,F,29,AC,7.0,0,0,0,0
718,M,43,L5,4.5,0,0,0,0
719,M,33,L6,5.2,1,0,0,1
720,M,27,AC,7.0,0,0,0,0
721,M,29,L6,2.1,0,0,0,1
722,M,28,L2,1.5,0,0,0,1
723,M,30,AC,5.9,0,0,0,0
724,M,30,L1,3.0,0,0,0,1
725,M,31,L6,1.6,1,0,0,1
726,M,32,L2,3.3,0,0,0,1
727,M,27,AC,4.5,0,0,0,0
728,M,27,AC,2.7,0,0,0,1
729,M,35,L1,3.5,0,0,0,0
730,M,28,L6,0.0,0,0,0,1
731,F,32,AC,6.6,0,0,0,0
732,M,30,L6,8.8,0,0,0,0
733,M,29,L5,4.8,0,0,0,1
734,M,28,L5,7.7,0,0,0,0
735,M,30,L6,0.7,0,0,0,1
736,M,28,AC,6.8,0,0,0,0
737,F,33,AC,3.8,1,0,0,0
738,M,34,AC,3.9,0,0,0,0
739,M,27,L1,2.3,0,0,0,1
740,F,28,L2,7.1,0,0,0,0
741,M,33,L1,4.2,1,0,0,0
742,M,27,L5,7.0,0,0,0,0
743,M,29,L1,8.0,0,0,0,0
744,M,27,AC,7.3,0,0,0,0
745,M,30,L2,7.5,0,0,0,0
746,M,32,L2,3.2,0,0,0,1
747,F,28,L5,8.4,0,0,0,0
748,M,28,L2,0.0,0,0,0,1
749,M,28,AC,1.5,0,0,0,1
750,M,28,AC,2.8,0,0,0,1
751,M,29,AC,2.6,0,0,0,1
752,M,31,L5,4.6,0,0,0,0
753,M,27,AC,1.9,0,0,0,1
754,M,29,AC,4.2,0,0,0,1
755,M,32,L6,0.1,0,0,0,1
756,M,29,AC,6.7,1,0,0,0
757,M,43,AC,8.2,0,0,0,0
758,M,49,AC,4.4,0,0,0,0
759,F,34,PAA1,0.1,0,0,0,1
760,M,45,AC,6.6,0,0,0,0
761,M,49,AC,0.0,0,0,0,1
762,M,31,AC,3.3,0,0,0,1
763,M,30,AC,1.4,0,0,0,1
764,M,35,AC,6.4,0,0,0,0
765,M,31,AC,3.3,0,0,0,1
766,M,35,AC,3.5,0,0,0,1
767,F,35,AC,1.8,0,0,0,1
768,M,50,AC,0.3,0,0,0,1
769,M,52,AC,0.4,0,0,0,1
770,M,38,AC,0.1,0,0,0,1
771,F,37,AC,8.7,0,0,0,1
772,M,58,AC,5.3,1,0,0,1
773,M,35,PAA1,2.1,0,0,0,1
774,M,28,PAA4,7.6,0,0,0,0
775,F,28,PAA1,3.2,1,0,0,1
776,M,29,AC,3.1,0,0,0,1
777,M,28,PAA1,2.2,0,0,0,1
778,M,28,AC,2.1,0,0,0,1
779,M,29,AC,2.1,0,0,0,1
780,M,30,AC,7.5,0,0,0,0
781,M,30,AC,6.5,0,0,0,0
782,M,28,AC,1.2,0,0,0,1
783,M,28,AC,6.6,0,0,0,0
784,M,29,AC,0.0,0,0,0,1
785,M,27,AC,7.9,0,0,0,0
786,M,29,PAA2,6.7,0,0,0,0
787,M,29,PAA3,8.5,0,0,0,0
788,F,28,PAA3,0.0,0,0,0,1
789,F,27,AC,8.4,0,0,0,0
790,M,29,AC,0.0,0,0,0,1
791,F,37,AC,0.0,0,0,0,1
792,M,34,PAA2,0.0,0,0,0,1
793,M,29,PAA4,7.7,0,0,0,1
794,M,35,PAA4,0.0,0,0,0,1
795,F,27,PAA1,4.6,0,0,0,1
796,M,31,PAA4,6.7,0,0,0,0
797,M,31,PAA1,8.2,0,0,0,0
798,M,31,AC,5.7,0,0,0,0
799,M,27,PAA2,2.8,0,0,0,1
800,M,31,AC,1.9,0,0,0,1
801,M,27,PAA2,3.0,0,0,0,1
802,M,29,PAA3,0.0,0,0,0,1
803,M,27,AC,2.9,0,0,0,1
804,M,27,PAA3,4.4,0,0,0,1
805,M,28,PAA2,7.9,0,0,0,0
806,M,29,PAA2,4.8,0,0,0,1
807,M,27,AC,6.0,0,0,0,0
808,M,28,AC,2.6,0,0,0,1
809,F,27,PAA3,8.8,0,0,0,0
810,M,31,AC,5.1,0,0,0,0
811,M,30,AC,2.3,0,0,0,1
812,M,30,AC,3.3,1,0,0,0
813,M,30,AC,6.8,0,0,0,0
814,M,29,AC,5.5,1,0,0,0
815,M,29,AC,2.6,0,0,0,1
816,M,29,AC,1.7,0,0,0,1
817,M,35,AC,8.7,0,0,0,0
818,M,31,PAA1,1.2,0,0,0,1
819,M,33,PAA1,2.1,0,0,0,1
820,M,40,PAA4,0.1,0,0,0,1
821,M,39,AC,2.0,0,0,0,1
822,M,38,AC,7.3,0,0,0,1
823,F,31,AC,2.6,0,0,0,1
824,M,28,PAA3,4.5,0,0,0,0
825,M,29,AC,7.5,0,0,0,0
826,M,28,PAA3,6.7,0,0,0,1
827,M,31,PAA2,3.5,1,0,0,1
828,M,37,PAA2,4.2,0,0,0,0
829,M,31,PAA1,0.4,1,0,0,1
830,M,28,PAA1,0.7,0,0,0,1
831,M,34,PAA2,2.3,0,0,0,1
832,M,29,AC,3.2,0,0,0,1
833,M,40,PAA2,0.3,1,0,0,1
834,M,29,AC,3.9,0,0,0,1
835,M,30,AC,7.8,0,0,0,0
836,F,28,AC,6.7,0,0,0,0
837,M,28,PAA1,6.7,0,0,0,0
838,M,28,PAA4,6.5,0,0,0,0
839,M,28,PAA1,7.0,0,0,0,0
840,M,29,PAA4,3.7,0,0,0,1
841,M,30,PAA4,6.4,0,0,0,0
842,M,29,AC,2.8,0,0,0,1
843,M,29,PAA2,3.8,0,0,0,1
844,M,30,AC,3.8,0,0,0,1
845,M,30,AC,4.2,0,0,0,0
846,M,29,PAA2,0.9,0,0,0,1
847,M,28,PAA2,6.1,0,0,0,1
848,M,33,AC,0.0,0,0,0,1
849,M,29,PAA3,3.2,0,0,0,1
850,M,29,AC,6.3,0,0,0,0
851,M,29,AC,4.3,0,0,0,1
852,M,28,AC,5.6,0,0,0,0
853,M,42,PAA2,8.5,0,0,0,0
854,M,30,AC,6.7,0,0,0,1
855,M,28,AC,7.8,0,0,0,0
856,M,28,PAA2,8.0,0,0,0,0
857,M,29,PAA3,6.8,0,0,0,0
858,M,34,PAA1,0.0,0,0,0,1
859,M,28,AC,0.0,0,0,0,1
860,M,34,AC,4.3,0,0,0,1
861,M,31,AC,5.7,0,0,0,0
862,F,30,AC,0.0,0,0,0,1
863,M,41,AC,1.7,0,0,0,1
864,M,38,AC,4.2,1,0,0,1
865,M,56,AC,2.8,0,0,0,1
866,M,35,AC,2.5,0,0,0,1
867,M,29,PAA2,5.8,0,0,0,0
868,M,29,PAA1,8.5,0,0,0,0
869,M,31,PAA3,2.6,0,0,0,1
870,M,29,PAA1,7.0,0,0,0,0
871,F,29,PAA1,8.6,1,0,0,0
872,M,30,PAA4,2.9,0,0,0,1
873,M,39,AC,3.0,1,0,0,1
874,M,38,PAA3,4.3,0,0,0,1
875,F,28,PAA4,5.6,0,0,0,1
876,M,28,PAA1,7.2,0,0,0,0
877,M,36,AC,1.0,1,0,0,1
878,M,30,AC,4.1,0,0,0,1
879,M,30,AC,7.1,0,0,0,0
880,M,29,AC,6.7,0,0,0,0
881,M,28,PAA2,8.6,0,0,0,0
882,M,43,PAA2,4.9,0,0,0,1
883,M,33,AC,5.2,0,0,0,1
884,M,28,AC,5.3,0,0,0,1
885,M,29,AC,2.7,0,0,0,1
886,M,33,AC,2.3,0,0,0,1
887,F,29,AC,8.2,0,0,0,0
888,M,31,PAA2,1.2,0,0,0,1
889,M,31,AC,5.5,0,0,0,1
890,M,31,AC,3.9,0,0,0,1
891,M,28,AC,0.0,0,0,0,1
892,M,29,AC,8.5,0,0,0,0
893,M,35,AC,2.3,0,0,0,1
894,M,29,AC,5.2,0,0,0,0
895,M,28,PAA3,7.0,0,0,0,0
896,M,28,AC,2.8,0,0,0,1
897,M,29,AC,3.7,0,0,0,0
898,M,29,AC,1.1,0,0,0,1
899,M,28,AC,0.0,0,0,0,1
900,M,28,AC,3.8,0,0,0,1
901,M,31,PAA2,3.3,0,0,0,1
902,M,29,PAA1,4.4,0,0,0,1
903,M,31,PAA1,3.9,0,0,0,1
904,F,35,PAA4,4.5,0,0,0,1
905,M,30,PAA1,7.1,0,0,0,0
906,F,33,AC,5.1,0,0,0,0
907,M,30,AC,6.3,0,0,0,0
908,M,35,AC,2.9,0,0,0,1
909,M,31,AC,6.2,0,0,0,1
910,M,36,AC,2.2,0,0,0,1
911,F,31,AC,5.8,0,0,0,0
912,M,37,AC,3.0,0,0,0,1
913,F,34,AC,4.6,0,0,0,1
914,M,30,PAA3,2.7,1,0,0,1
915,M,29,PAA3,3.9,0,0,0,1
916,M,38,PAA1,2.9,0,0,0,1
917,M,56,PAA1,0.0,1,0,0,1
918,M,31,PAA4,3.0,0,0,0,1
919,M,33,AC,7.2,0,0,0,0
920,F,50,AC,3.1,0,0,0,1
921,F,40,AC,0.0,0,0,0,1
922,F,30,PAA4,5.8,0,0,0,1
923,M,28,AC,2.1,0,0,0,1
924,M,29,AC,8.1,0,0,0,0
925,M,29,AC,3.5,0,0,0,1
926,M,29,AC,5.0,0,0,0,0
927,F,49,AC,0.0,0,0,0,1
928,M,37,AC,0.0,0,0,0,1
929,M,32,AC,3.6,0,0,0,1
930,M,30,PAA2,3.4,0,0,0,1
931,M,31,PAA2,7.5,0,0,0,0
932,M,34,PAA2,2.6,0,0,0,1
933,M,30,AC,5.5,0,0,0,0
934,M,34,AC,0.8,0,0,0,1
935,M,32,AC,3.5,0,0,0,1
936,F,34,PAA2,6.4,0,0,0,0
937,M,31,AC,1.5,0,0,0,1
938,F,29,AC,5.8,0,0,0,1
939,M,30,AC,1.7,0,0,0,1
940,M,37,PAA3,3.6,0,0,0,1
941,M,30,AC,3.7,0,0,0,1
942,F,35,AC,6.2,0,0,0,0
943,F,37,PAA3,6.9,0,0,0,0
944,M,30,AC,0.0,0,0,0,1
945,M,30,AC,3.4,0,0,0,1
946,F,29,AC,0.4,0,0,0,1
947,M,30,AC,2.8,0,0,0,1
948,M,38,PAA3,4.1,0,0,0,1
949,M,28,AC,5.7,0,0,0,1
950,F,31,AC,7.0,0,0,0,0
951,F,33,AC,8.3,0,0,0,0
952,M,29,AC,0.0,0,0,0,1
953,M,29,PAA1,1.2,1,0,0,1
954,M,30,PAA4,6.7,0,0,0,0
955,M,31,AC,6.3,0,0,0,0
956,M,30,AC,6.9,0,0,0,0
957,M,37,PAA1,0.2,1,0,0,1
958,M,33,PAA1,6.3,0,0,0,0
959,F,32,PAA1,3.4,0,0,0,1
960,M,31,PAA2,4.5,0,0,0,0
961,M,33,AC,4.7,0,0,0,1
962,M,29,AC,6.8,0,0,0,0
963,M,29,AC,4.5,0,0,0,1
964,M,32,AC,4.0,0,0,0,1
965,M,29,AC,2.5,0,0,0,1
966,M,30,PAA3,8.0,1,0,0,0
967,F,30,PAA2,7.4,0,0,0,0
968,M,35,PAA3,1.4,0,0,0,1
969,M,31,AC,6.4,0,0,0,0
970,M,46,AC,0.0,0,0,0,1
971,M,29,AC,4.0,0,0,0,1
972,M,29,AC,0.0,0,0,0,1
973,F,36,AC,8.2,0,0,0,0
974,M,30,PAA4,6.9,0,0,0,0
975,M,31,AC,2.9,0,0,0,1
976,F,31,AC,6.3,0,0,0,0
977,M,33,AC,0.0,1,0,0,1
978,M,47,PAA1,2.1,0,0,0,1
979,M,37,AC,6.4,1,0,0,0
980,M,30,PAA2,0.0,0,0,0,1
981,M,30,AC,6.0,0,0,0,0
982,M,30,AC,5.0,0,0,0,1
983,M,29,AC,4.8,0,0,0,1
984,F,30,AC,4.7,0,0,0,1
985,M,29,AC,8.3,0,0,0,0
986,M,31,AC,2.9,0,0,0,1
987,M,30,AC,7.1,0,0,0,0
988,F,29,AC,3.5,0,0,0,1
989,M,31,PAA2,3.7,1,0,0,1
990,M,33,PAA3,6.8,0,0,0,0
991,M,29,AC,5.0,0,0,0,1
992,M,30,AC,8.6,0,0,0,0
993,M,30,AC,8.6,0,0,0,0
994,F,29,PAA2,7.5,0,0,0,0
995,F,31,PAA3,7.0,0,0,0,0
996,M,37,PAA4,7.3,0,0,0,1
997,M,62,AC,0.2,0,0,0,1
998,M,42,AC,3.3,0,0,0,1
999,M,40,AC,6.9,1,0,0,1
1000,F,33,AC,7.6,0,0,0,0
1001,F,30,AC,7.1,0,0,0,0
1002,M,35,AC,5.5,0,0,0,0
1003,M,33,AC,2.6,0,0,0,1
1004,M,36,PAA4,6.5,1,0,0,0
1005,M,37,AC,6.6,0,0,0,0
1006,M,30,PAA3,5.1,0,0,0,0
1007,M,32,AC,6.6,0,0,0,0
1008,M,42,AC,4.3,1,0,0,0
1009,M,30,PAA1,2.6,0,0,0,1
1010,M,42,AC,2.5,0,0,0,1
1011,M,39,AC,0.0,1,0,0,1
1012,M,42,AC,0.5,1,0,0,1
1013,M,53,PAA2,4.8,0,0,0,1
1014,M,31,AC,1.6,0,0,0,1
1015,M,31,PAA2,7.1,1,0,0,0
1016,M,30,AC,6.3,1,0,0,1
1017,M,31,AC,1.6,0,0,0,1
1018,M,33,AC,4.4,0,0,0,1
1019,M,31,AC,3.7,0,0,0,1
1020,M,44,AC,0.0,1,0,0,1
1021,M,34,AC,6.2,0,0,0,1
1022,M,32,AC,6.0,0,0,0,0
1023,M,30,AC,0.0,0,0,0,1
1024,M,29,AC,6.8,0,0,0,0
1025,M,30,PAA3,1.7,0,0,0,1
1026,F,34,AC,5.7,0,0,0,0
1027,M,34,AC,7.6,0,0,0,0
1028,M,33,PAA1,3.7,0,0,0,1
1029,M,33,PAA1,0.2,0,0,0,1
1030,M,30,AC,2.7,0,0,0,1
1031,M,31,AC,6.9,0,0,0,0
1032,M,32,AC,0.7,0,0,0,1
1033,M,31,AC,0.9,0,0,0,1
1034,M,35,PAA3,2.6,0,0,0,1
1035,M,30,AC,7.6,0,0,0,1
1036,M,30,AC,7.5,1,0,0,0
1037,M,30,AC,3.3,0,0,0,1
1038,M,40,PAA2,5.3,0,0,0,1
1039,F,29,AC,8.1,0,0,0,0
1040,M,37,PAA1,7.1,0,0,0,0
1041,M,32,AC,6.5,0,0,0,0
1042,M,32,PAA2,5.1,0,0,0,1
1043,F,36,AC,0.1,0,0,0,1
1044,M,31,PAA1,7.8,0,0,0,0
1045,M,32,PAA2,6.5,1,0,0,0
1046,M,46,AC,4.1,0,0,0,1
1047,F,37,AC,1.4,0,0,0,1
1048,M,35,AC,3.9,0,0,0,1
1049,M,31,AC,2.9,1,0,0,1
1050,M,32,PAA1,6.7,1,0,0,0
1051,F,31,PAA3,8.6,1,0,0,0
1052,M,35,AC,1.2,0,0,0,1
1053,M,36,AC,2.9,0,0,0,1
1054,M,30,AC,6.1,0,0,0,0
1055,M,37,AC,0.1,0,0,0,1
1056,M,31,AC,4.9,0,0,0,1
1057,M,38,AC,5.7,0,0,0,1
1058,M,30,AC,3.9,0,0,0,1
1059,F,31,AC,0.0,0,0,0,1
1060,M,31,AC,4.1,0,0,0,1
1061,M,30,AC,5.3,0,0,0,1
1062,M,34,AC,3.1,0,0,0,1
1063,M,31,PAA2,0.0,0,0,0,1
1064,M,30,PAA4,3.3,0,0,0,1
1065,M,30,AC,7.1,0,0,0,1
1066,M,30,AC,4.6,0,0,0,1
1067,M,31,AC,5.4,0,0,0,1
1068,M,31,PAA1,3.4,0,0,0,1
1069,M,31,AC,0.0,0,0,0,1
1070,M,32,AC,7.6,0,0,0,0
1071,M,30,AC,5.0,0,0,0,1
1072,F,32,PAA2,4.4,1,0,0,1
1073,M,31,AC,7.0,0,0,0,0
1074,M,38,AC,0.0,0,0,0,1
1075,M,30,AC,0.0,0,0,0,1
1076,F,30,AC,3.5,0,0,0,1
1077,M,42,PAA2,0.8,0,0,0,1
1078,M,32,AC,4.5,0,0,0,1
1079,M,31,AC,8.1,0,0,0,0
1080,M,30,AC,3.9,0,0,0,1
1081,M,31,PAA2,1.9,0,0,0,1
1082,M,33,AC,3.3,0,0,0,1
1083,M,37,PAA1,0.0,0,0,0,1
1084,M,32,AC,3.9,0,0,0,1
1085,M,35,PAA4,8.2,1,0,0,0
1086,M,30,PAA3,9.0,0,0,0,0
1087,M,49,AC,4.3,1,0,0,1
1088,M,32,AC,2.4,1,0,0,1
1089,M,38,PAA1,3.1,1,0,0,1
1090,M,34,PAA1,2.5,0,0,0,1
1091,M,32,PAA1,5.2,0,0,0,0
1092,M,31,AC,7.7,0,0,0,0
1093,M,34,AC,5.0,0,0,0,1
1094,M,31,PAA4,5.4,0,0,0,0
1095,M,31,AC,8.1,0,0,0,0
1096,M,34,PAA1,5.7,0,0,0,1
1097,M,33,PAA2,5.2,0,0,0,1
1098,M,40,PAA4,8.3,0,0,0,0
1099,M,32,AC,5.4,0,0,0,1
1100,M,32,PAA2,6.6,0,0,0,0
1101,F,31,PAA3,2.8,0,0,0,1
1102,M,31,PAA2,3.2,1,0,0,1
1103,M,31,PAA4,6.7,0,0,0,1
1104,M,37,AC,2.4,0,0,0,1
1105,M,32,AC,7.4,0,0,0,1
1106,M,35,AC,7.1,1,0,0,0
1107,M,41,PAA2,6.0,1,0,0,1
1108,F,34,AC,2.8,0,0,0,1
1109,M,31,AC,7.1,0,0,0,0
1110,M,35,AC,1.4,0,0,0,1
1111,F,31,AC,1.3,0,0,0,1
1112,M,32,AC,3.9,0,0,0,1
1113,M,31,AC,1.2,0,0,0,1
1114,M,32,PAA3,1.1,0,0,0,1
1115,M,31,AC,2.4,0,0,0,1
1116,M,32,PAA3,0.0,0,0,0,1
1117,M,32,AC,5.3,0,0,0,0
1118,M,33,PAA2,2.8,0,0,0,1
1119,M,32,AC,3.7,0,0,0,1
1120,F,31,AC,3.5,0,0,0,1
1121,M,31,AC,6.6,0,0,0,1
1122,F,34,AC,3.8,0,0,0,1
1123,M,40,PAA2,4.1,1,0,0,1
1124,M,32,AC,5.6,0,0,0,1
1125,M,31,AC,7.3,0,0,0,0
1126,F,31,AC,7.8,0,0,0,0
1127,M,32,PAA4,9.1,0,0,0,0
1128,M,32,PAA2,0.0,0,0,0,1
1129,F,34,AC,6.2,1,0,0,0
1130,M,33,PAA4,5.0,1,0,0,1
1131,M,34,AC,0.0,0,0,0,1
1132,M,35,PAA1,3.4,1,0,0,1
1133,M,32,AC,8.6,1,0,0,0
1134,M,32,PAA2,0.5,1,0,0,1
1135,F,33,PAA1,3.4,0,0,0,1
1136,M,32,PAA3,4.4,0,0,0,1
1137,M,37,AC,0.9,1,0,0,1
1138,M,46,AC,4.9,0,0,0,1
1139,M,33,PAA4,8.2,0,0,0,0
1140,M,35,AC,3.7,1,0,0,1
1141,M,39,AC,3.0,0,0,0,1
1142,M,42,AC,2.9,1,0,0,1
1143,M,38,AC,3.1,1,0,0,1
1144,M,32,PAA1,7.4,0,0,0,1
1145,M,31,PAA1,8.3,0,0,0,0
1146,M,32,AC,3.9,0,0,0,1
1147,M,36,AC,3.0,0,0,0,1
1148,M,35,AC,0.0,0,0,0,1
1149,M,32,PAA1,3.7,1,0,0,1
1150,M,34,AC,0.0,0,0,0,1
1151,M,31,AC,0.0,0,0,0,1
1152,M,33,AC,3.3,1,0,0,1
1153,M,35,AC,0.0,0,0,0,1
1154,M,46,PAA3,1.3,1,0,0,1
1155,F,31,PAA2,4.6,1,0,0,1
1156,M,32,AC,0.0,0,0,0,1
1157,M,31,PAA1,2.6,1,0,0,1
1158,M,33,PAA3,0.0,0,0,0,1
1159,M,32,PAA4,6.1,1,0,0,1
1160,M,32,PAA1,0.0,0,0,0,1
1161,M,33,AC,4.3,0,0,0,1
1162,M,31,AC,1.0,0,0,0,1
1163,M,45,AC,0.6,0,0,0,1
1164,M,32,PAA2,0.0,0,0,0,1
1165,M,32,AC,0.1,0,0,0,1
1166,M,32,PAA1,8.9,0,0,0,0
1167,M,32,PAA1,4.6,0,0,0,1
1168,M,31,PAA2,4.4,0,0,0,1
1169,M,32,AC,8.2,1,0,0,0
1170,M,32,PAA2,0.0,0,0,0,1
1171,M,40,AC,6.1,0,0,0,1
1172,M,37,PAA,5.3,0,0,0,1
1173,M,37,PAA,3.4,0,0,0,1
1174,M,34,PAA,3.8,0,0,0,1
1175,M,34,AC,5.2,0,0,0,0
1176,M,47,PAA,0.2,0,0,0,1
1177,M,34,PAA,0.0,1,0,0,1
1178,M,34,AC,4.4,0,0,0,1
1179,F,36,PAA,2.0,0,0,0,1
1180,M,41,AC,4.0,0,0,0,1
1181,M,33,AC,6.0,0,0,0,0
1182,M,33,PAA,7.5,0,0,0,0
1183,M,36,AC,3.5,0,0,0,1
1184,M,40,AC,3.2,0,0,0,1
1185,M,33,PAA,2.6,0,0,0,1
1186,M,32,PAA,4.2,0,0,0,1
1187,F,32,AC,2.5,0,0,0,1
1188,M,33,AC,5.6,1,0,0,0
1189,M,32,PAA,5.2,0,0,0,0
1190,M,35,AC,0.7,0,0,0,1
1191,F,32,PAA,4.9,0,0,0,1
1192,M,36,AC,7.2,0,0,0,0
1193,M,35,AC,7.5,0,0,0,0
1194,M,34,AC,2.8,0,0,0,1
1195,M,39,AC,3.7,0,0,0,1
1196,M,33,PAA,6.9,0,0,0,0
1197,F,34,PAA,6.8,1,0,0,1
1198,M,32,PAA,6.2,1,0,0,1
1199,M,36,AC,3.3,1,0,0,1
1200,M,32,AC,3.3,0,0,0,1
1201,M,38,PAA,4.9,0,0,0,1
1202,M,45,AC,2.8,1,0,0,1
1203,M,34,AC,0.8,0,0,0,1
1204,F,33,PAA,6.4,1,0,0,0
1205,F,33,PAA,3.0,0,0,0,1
1206,M,36,PAA,0.0,0,0,0,1
1207,M,33,AC,4.1,0,0,0,1
1208,M,33,AC,2.2,0,0,0,1
1209,M,35,PAA,7.1,0,0,0,0
1210,M,33,AC,2.8,0,0,0,1
1211,M,32,AC,5.2,0,0,0,0
1212,M,33,PAA,1.1,1,0,0,1
1213,M,55,AC,3.4,0,0,0,1
1214,M,32,AC,5.0,0,0,0,1
1215,F,33,PAA,5.1,0,0,0,1
1216,F,47,AC,7.9,0,0,0,1
1217,M,32,AC,3.9,0,0,0,1
1218,M,41,PAA,2.5,1,0,0,1
1219,F,42,AC,3.5,0,0,0,1
1220,M,49,AC,6.8,0,0,0,0
1221,M,37,AC,3.0,0,0,0,1
1222,M,36,AC,7.7,0,0,0,0
1223,M,42,AC,8.4,0,0,0,0
1224,F,32,PAA,6.0,1,0,0,0
1225,M,33,AC,3.0,0,0,0,1
1226,M,41,PAA,6.0,1,0,0,0
1227,M,43,AC,3.9,0,0,0,1
1228,M,39,PAA,3.9,1,0,0,1
1229,M,33,PAA,1.8,1,0,0,1
1230,M,37,AC,0.0,1,0,0,1
1231,M,36,AC,7.0,1,0,0,0
1232,M,36,AC,2.0,0,0,0,1
1233,M,32,PAA,9.3,0,0,0,0
1234,M,35,PAA,3.4,0,0,0,1
1235,M,34,AC,2.4,0,0,0,1
1236,M,34,AC,2.1,1,0,0,1
1237,M,37,PAA,5.7,0,0,0,0
1238,M,42,AC,1.5,1,0,0,1
1239,M,33,AC,0.0,1,0,0,1
1240,M,33,PAA,0.0,1,0,0,1
1241,M,35,AC,4.3,1,0,0,1
1242,M,41,PAA,3.7,1,0,0,1
1243,M,42,AC,0.1,0,0,0,1
1244,M,73,AC,1.4,0,0,0,1
1245,F,34,AC,4.0,0,0,0,1
1246,M,33,AC,4.2,0,0,0,1
1247,M,32,PAA,3.0,0,0,0,1
1248,M,33,AC,0.6,0,0,0,1
1249,M,37,AC,0.0,0,0,0,1
1250,M,32,AC,0.0,0,0,0,1
1251,M,32,AC,3.2,0,0,0,1
1252,M,33,AC,0.0,0,0,0,1
1253,F,33,AC,0.0,1,0,0,1
1254,M,32,PAA,4.2,0,0,0,1
1255,M,33,AC,1.1,0,0,0,1
1256,M,33,AC,8.5,0,0,0,0
1257,F,33,AC,3.5,0,0,0,1
1258,M,32,AC,8.6,0,0,0,0
1259,M,40,AC,0.6,0,0,0,1
1260,M,36,PAA,8.9,0,0,0,0
1261,F,35,AC,0.0,0,0,0,1
1262,M,34,AC,5.4,0,0,0,0
1263,M,36,AC,1.7,0,0,0,1
1264,M,40,AC,3.3,0,0,0,1
